id,budokai_id,priority,player_description,announcer_description,additional_hp_percent,max_hp_percent,additional_atk_percent,max_atk_percent,additional_def_percent,max_def_percent,additional_point_percent,created_at,updated_at
221,15,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,1900,0,100,0,150,50,2024-06-17 02:02:14,2024-06-17 02:02:14
222,15,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,1900,10,100,10,150,100,2024-06-17 02:02:14,2024-06-17 02:02:14
223,15,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,1900,15,100,120,150,150,2024-06-17 02:02:14,2024-06-17 02:02:14
224,15,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,1900,20,100,30,150,200,2024-06-17 02:02:14,2024-06-17 02:02:14
225,15,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,1900,25,100,50,150,250,2024-06-17 02:02:14,2024-06-17 02:02:14
226,15,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,1900,30,100,70,150,400,2024-06-17 02:02:14,2024-06-17 02:02:14
227,15,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,1900,40,100,90,150,600,2024-06-17 02:02:14,2024-06-17 02:02:14
228,15,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,1900,50,100,110,150,900,2024-06-17 02:02:14,2024-06-17 02:02:14
229,15,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,1900,75,100,130,150,1400,2024-06-17 02:02:14,2024-06-17 02:02:14
230,15,10,さてと！フルパワーでいくかな！,"おーっと！ものすごい気迫だ！
それを受けて対戦相手も気合十分の
様子！どんな激しい闘いが見れるのか
楽しみになってまいりましたー!",1900,1900,100,100,150,150,1900,2024-06-17 02:02:14,2024-06-17 02:02:14
231,16,1,頑張るぞー！,"ありがとうございました！
それでは
張り切ってまいりましょう!!",0,1900,0,100,0,150,0,2024-06-17 02:02:14,2024-06-17 02:02:14
232,16,2,いっちょやってみっか！,"元気があって良いですね！
それでは
張り切ってまいりましょう!!",100,1900,10,100,10,150,100,2024-06-17 02:02:14,2024-06-17 02:02:14
233,16,3,わくわくするぞ！！,"やる気満々の様子ですね!!
果たして誰が優勝するのか!?
全世界がこの大会に
注目しております!!",200,1900,15,100,120,150,150,2024-06-17 02:02:14,2024-06-17 02:02:14
234,16,4,さっさとかかってこい！,"すでに準備は
万全というところでしょうか!!
対戦相手もやるき満々の様子です!!",300,1900,20,100,30,150,200,2024-06-17 02:02:14,2024-06-17 02:02:14
235,16,5,お前の負けだ…ごくあっさりとな…,"おっと！「勝ち」を
宣告いたしました…いったい、
どんなスゴイ技がとびだすのでしょう！
全く予想もつきません!!",400,1900,25,100,50,150,250,2024-06-17 02:02:14,2024-06-17 02:02:14
236,16,6,悪いな…オレの勝ちだ,"なんと!!ここで
勝利宣言です!!対戦相手も
やる気十分!!白熱した試合が
繰り広げられそうです!!",500,1900,30,100,70,150,400,2024-06-17 02:02:14,2024-06-17 02:02:14
237,16,7,どいつから片付けてやるかな,"なんという自信!!
これには対戦相手も
ヒートアップしているようです!!!",700,1900,40,100,90,150,600,2024-06-17 02:02:14,2024-06-17 02:02:14
238,16,8,左手だけで戦ってあげましょう,"絶対の自信が伺えますね！
果たして世界の頂点に立つのは
誰なのか!?その答えはこの大会で
あきらかになります!!",900,1900,50,100,110,150,900,2024-06-17 02:02:14,2024-06-17 02:02:14
239,16,9,消えろ…ぶっとばされんうちにな！,"果たして今大会の
優勝者は誰になるのか!?全く想像も
つきません!!非常にハイレベルな
試合になりそうです!!",1400,1900,75,100,130,150,1400,2024-06-17 02:02:14,2024-06-17 02:02:14
